,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
11,6006.0,6006.0,3.0,3.0,4.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0
12,495.0,495.0,0.0,2.0,9.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,3.0,2.0,3.0
13,7507.0,7507.0,3.0,3.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0
14,5256.0,5256.0,5.0,2.0,8.0,1.0,2.0,1.0,0.0,0.0,10.0,1.0,2.0,0.0,7.0,7.0,0.0,2.0,1.0,4.0,1.0,4.0,1.0
15,7405.0,7405.0,0.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,5.0,5.0,0.0,0.0,1.0,4.0,8.0,4.0,2.0
16,5531.0,5531.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,4.0,1.0,4.0,1.0
17,5605.0,5605.0,2.0,2.0,8.0,1.0,5.0,1.0,0.0,0.0,8.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,5.0,4.0,3.0
18,5191.0,5191.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,1.0,4.0,5.0
19,2119.0,2119.0,5.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,2.0,2.0,3.0,7.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0
20,3970.0,3970.0,5.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0,2.0,1.0,2.0,1.0,4.0,4.0
21,2241.0,2241.0,2.0,2.0,8.0,1.0,6.0,1.0,0.0,1.0,10.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,2.0,4.0,1.0
22,876.0,876.0,5.0,3.0,8.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,3.0,2.0,3.0
23,4033.0,4033.0,2.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,2.0,2.0,7.0,6.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0
24,6074.0,6074.0,5.0,3.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,7.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0
25,1709.0,1709.0,5.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,5.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0
26,6765.0,6765.0,5.0,2.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0
27,43.0,43.0,5.0,3.0,8.0,1.0,6.0,1.0,0.0,1.0,7.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,3.0,4.0,1.0
28,838.0,838.0,5.0,3.0,9.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,2.0,3.0,1.0
29,2948.0,2948.0,5.0,3.0,2.0,1.0,5.0,1.0,0.0,0.0,5.0,1.0,2.0,2.0,6.0,3.0,0.0,2.0,1.0,4.0,3.0,4.0,0.0
30,7883.0,7883.0,2.0,2.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,7.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0
31,3064.0,3064.0,5.0,3.0,9.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,1.0,2.0,1.0,5.0,4.0
32,3092.0,3092.0,2.0,3.0,2.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0
33,7449.0,7449.0,3.0,3.0,4.0,0.0,5.0,1.0,0.0,0.0,10.0,0.0,3.0,3.0,4.0,4.0,0.0,2.0,2.0,4.0,7.0,5.0,4.0
34,1811.0,1811.0,2.0,0.0,4.0,1.0,5.0,1.0,0.0,0.0,5.0,1.0,2.0,2.0,3.0,7.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0
35,6620.0,6620.0,2.0,3.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0
36,4881.0,4881.0,5.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,0.0
37,2400.0,2400.0,5.0,2.0,8.0,1.0,6.0,1.0,0.0,1.0,5.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,2.0,4.0,1.0
38,5990.0,5990.0,2.0,0.0,9.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,4.0,4.0,0.0,2.0,1.0,2.0,1.0,5.0,0.0
39,3819.0,3819.0,2.0,3.0,2.0,1.0,5.0,1.0,0.0,0.0,7.0,1.0,2.0,2.0,3.0,7.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0
40,2441.0,2441.0,5.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,4.0,2.0,5.0,0.0
41,3262.0,3262.0,5.0,2.0,5.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,3.0,4.0,0.0
42,5155.0,5155.0,5.0,3.0,4.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0
43,2048.0,2048.0,5.0,3.0,4.0,1.0,5.0,1.0,0.0,0.0,7.0,1.0,2.0,2.0,7.0,3.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0
44,7620.0,7620.0,3.0,2.0,4.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0
45,1121.0,1121.0,2.0,0.0,8.0,0.0,5.0,1.0,1.0,0.0,4.0,1.0,2.0,0.0,7.0,7.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0
46,5374.0,5374.0,5.0,2.0,8.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,4.0,1.0,3.0,1.0
47,6739.0,6739.0,2.0,3.0,4.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0
48,1851.0,1851.0,5.0,2.0,8.0,0.0,5.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,7.0,7.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0
49,5302.0,5302.0,5.0,3.0,6.0,0.0,5.0,1.0,0.0,1.0,10.0,0.0,2.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,1.0,5.0,0.0
50,7593.0,7593.0,3.0,2.0,8.0,0.0,5.0,1.0,1.0,0.0,7.0,0.0,2.0,1.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,3.0,1.0
51,4679.0,4679.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,1.0,2.0,1.0,5.0,0.0
52,833.0,833.0,5.0,3.0,9.0,1.0,3.0,1.0,0.0,0.0,10.0,0.0,2.0,3.0,7.0,7.0,0.0,2.0,1.0,4.0,3.0,3.0,1.0
53,5258.0,5258.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,10.0,1.0,0.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,1.0,3.0,5.0
54,6860.0,6860.0,3.0,2.0,8.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,3.0,1.0
55,904.0,904.0,5.0,2.0,9.0,1.0,3.0,1.0,0.0,0.0,10.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,3.0,2.0,3.0
56,2867.0,2867.0,5.0,3.0,4.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0
57,6933.0,6933.0,5.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0
58,2881.0,2881.0,5.0,2.0,8.0,0.0,5.0,1.0,1.0,0.0,4.0,1.0,2.0,0.0,7.0,7.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0
59,4097.0,4097.0,2.0,3.0,9.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,4.0
60,5198.0,5198.0,5.0,0.0,9.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,6.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,4.0
61,4232.0,4232.0,2.0,2.0,8.0,1.0,2.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,4.0,1.0,3.0,5.0
62,3917.0,3917.0,5.0,3.0,9.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,4.0,6.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0
63,7305.0,7305.0,0.0,0.0,8.0,0.0,5.0,1.0,1.0,0.0,10.0,0.0,1.0,1.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,2.0,1.0
64,5176.0,5176.0,2.0,2.0,5.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,7.0,1.0,6.0
65,979.0,979.0,2.0,0.0,3.0,0.0,5.0,1.0,1.0,0.0,7.0,1.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0
66,6607.0,6607.0,5.0,2.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0
67,2198.0,2198.0,5.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,5.0,1.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,4.0,3.0,4.0,0.0
68,4622.0,4622.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,6.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,4.0
69,7041.0,7041.0,2.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,5.0,5.0,0.0,1.0,1.0,4.0,3.0,4.0,2.0
70,2482.0,2482.0,5.0,2.0,5.0,0.0,1.0,1.0,1.0,1.0,9.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,3.0,3.0,0.0
71,4836.0,4836.0,5.0,0.0,9.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0,2.0,1.0,2.0,1.0,5.0,1.0
72,5333.0,5333.0,2.0,2.0,8.0,1.0,2.0,1.0,0.0,0.0,10.0,1.0,2.0,0.0,7.0,7.0,0.0,2.0,1.0,4.0,1.0,4.0,5.0
73,7210.0,7210.0,3.0,3.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,7.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0
74,3353.0,3353.0,2.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,2.0,2.0,7.0,3.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0
75,6112.0,6112.0,5.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,7.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0
76,601.0,601.0,5.0,3.0,4.0,1.0,3.0,1.0,0.0,0.0,10.0,0.0,2.0,3.0,7.0,7.0,0.0,2.0,1.0,4.0,3.0,5.0,1.0
77,7923.0,7923.0,3.0,2.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0
78,848.0,848.0,0.0,2.0,9.0,1.0,3.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,3.0,2.0,3.0
79,6319.0,6319.0,5.0,3.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0
80,3674.0,3674.0,2.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,2.0,2.0,3.0,6.0,0.0,2.0,1.0,4.0,3.0,4.0,0.0
81,5801.0,5801.0,5.0,3.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0
82,2147.0,2147.0,2.0,2.0,4.0,1.0,6.0,1.0,0.0,1.0,5.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,3.0,4.0,5.0
83,442.0,442.0,5.0,3.0,9.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,2.0,3.0,7.0,7.0,0.0,2.0,1.0,4.0,2.0,5.0,4.0
84,1205.0,1205.0,2.0,2.0,4.0,0.0,5.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0
85,5862.0,5862.0,2.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0,8.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,5.0,4.0,3.0
86,7959.0,7959.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,7.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0
87,2246.0,2246.0,5.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,7.0,1.0,2.0,2.0,3.0,6.0,0.0,2.0,1.0,4.0,3.0,4.0,0.0
88,5819.0,5819.0,5.0,3.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0
89,7847.0,7847.0,5.0,0.0,3.0,0.0,5.0,1.0,1.0,0.0,10.0,0.0,1.0,1.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,2.0,1.0
90,3832.0,3832.0,2.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,5.0,1.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0
91,4281.0,4281.0,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,6.0,0.0,2.0,1.0,2.0,1.0,5.0,4.0
92,452.0,452.0,0.0,2.0,9.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,2.0,2.0,3.0
93,4940.0,4940.0,2.0,0.0,9.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,6.0,0.0,2.0,1.0,2.0,1.0,5.0,0.0
94,7846.0,7846.0,3.0,3.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0
95,4075.0,4075.0,5.0,0.0,9.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,6.0,4.0,0.0,2.0,1.0,2.0,1.0,5.0,1.0
96,5462.0,5462.0,5.0,2.0,8.0,1.0,2.0,1.0,0.0,0.0,10.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,1.0,3.0,1.0
97,3971.0,3971.0,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,5.0,4.0
98,3997.0,3997.0,5.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,6.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0
99,1861.0,1861.0,5.0,3.0,4.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0
100,6368.0,6368.0,2.0,2.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,7.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0
101,6700.0,6700.0,2.0,3.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0
102,194.0,194.0,5.0,2.0,9.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,3.0,2.0,3.0
103,1647.0,1647.0,2.0,2.0,3.0,0.0,5.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0
104,3200.0,3200.0,2.0,3.0,2.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0
105,1090.0,1090.0,4.0,0.0,4.0,0.0,5.0,1.0,0.0,1.0,5.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,2.0,5.0,5.0
106,6362.0,6362.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,7.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0
107,2326.0,2326.0,2.0,0.0,4.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,2.0,2.0,3.0,7.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0
108,2538.0,2538.0,5.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,5.0,1.0,2.0,2.0,7.0,3.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0
109,5200.0,5200.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,6.0,0.0,2.0,1.0,2.0,1.0,5.0,0.0
110,7479.0,7479.0,0.0,0.0,3.0,0.0,5.0,1.0,1.0,0.0,10.0,0.0,1.0,1.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,3.0,1.0
111,6918.0,6918.0,2.0,3.0,4.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0
112,7910.0,7910.0,2.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,11.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,3.0,7.0,1.0,0.0
113,6307.0,6307.0,2.0,3.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0
114,3750.0,3750.0,5.0,0.0,9.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,6.0,6.0,0.0,2.0,1.0,2.0,1.0,4.0,4.0
115,1507.0,1507.0,5.0,0.0,4.0,1.0,5.0,1.0,0.0,0.0,7.0,1.0,2.0,2.0,6.0,3.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0
116,2603.0,2603.0,5.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,2.0,2.0,6.0,7.0,0.0,2.0,1.0,4.0,2.0,5.0,0.0
117,6828.0,6828.0,3.0,3.0,4.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0
118,5507.0,5507.0,5.0,3.0,4.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0
119,2276.0,2276.0,5.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,2.0,2.0,6.0,3.0,0.0,2.0,1.0,4.0,2.0,5.0,0.0
120,7040.0,7040.0,5.0,0.0,3.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,7.0,7.0,0.0,2.0,2.0,4.0,7.0,3.0,1.0
121,3583.0,3583.0,5.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0
122,4086.0,4086.0,5.0,0.0,9.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,1.0,2.0,1.0,5.0,4.0
123,7715.0,7715.0,2.0,2.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0
124,7775.0,7775.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0
125,6730.0,6730.0,5.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,7.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0
126,416.0,416.0,5.0,0.0,8.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,6.0,4.0,0.0
127,3323.0,3323.0,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,4.0,4.0,0.0,2.0,1.0,2.0,1.0,4.0,0.0
128,4165.0,4165.0,2.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,7.0,4.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0
129,6024.0,6024.0,2.0,3.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0
130,7070.0,7070.0,3.0,2.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,4.0
131,958.0,958.0,2.0,0.0,8.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,6.0,4.0,0.0
132,7233.0,7233.0,0.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,5.0,5.0,0.0,0.0,1.0,4.0,0.0,1.0,2.0
133,6710.0,6710.0,2.0,2.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0
134,5154.0,5154.0,5.0,3.0,4.0,0.0,5.0,1.0,0.0,1.0,10.0,0.0,1.0,3.0,7.0,8.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0
135,6929.0,6929.0,2.0,2.0,4.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,7.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0
136,5251.0,5251.0,5.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,10.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,1.0,4.0,1.0
137,4314.0,4314.0,5.0,3.0,9.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,1.0,2.0,1.0,5.0,4.0
138,7171.0,7171.0,3.0,3.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,6.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0
139,6440.0,6440.0,5.0,2.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,6.0,7.0,0.0,2.0,1.0,0.0,7.0,4.0,0.0
140,3004.0,3004.0,5.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,2.0,3.0,0.0
141,1836.0,1836.0,5.0,3.0,4.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,2.0,2.0,6.0,3.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0
142,2202.0,2202.0,2.0,0.0,4.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0
143,586.0,586.0,4.0,0.0,3.0,0.0,5.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,2.0,4.0,5.0
144,5564.0,5564.0,5.0,2.0,8.0,1.0,2.0,1.0,0.0,0.0,10.0,1.0,2.0,0.0,7.0,7.0,0.0,2.0,1.0,4.0,1.0,4.0,5.0
